AffiliationID,ProviderID,ProviderAffliated,ProviderAffiliationName,ProviderAffiliationType,ProviderAffiliationStartDate,ProviderAffiliationEndDate
549cee17-4d5c-49ef-813c-17d75ecc9dd6,f024c641-4419-4d08-88e0-bab04314556b,Yes,Newark General Hospital,Hospital,2024-04-16,2025-07-03
c210659a-0a16-4ced-8f4f-4fedd72d46b9,a06488b8-71cb-4c8f-8817-1071880000c2,Yes,Hackensack Medical Affiliates,Health System,2018-09-10,2025-07-03
36481db3-2dae-4814-bbb9-d6b515996787,e62b41f4-6f79-4223-ab7c-4203dbf611f3,Yes,Hackensack Medical Affiliates,Health System,2022-12-24,2025-07-03
21297a64-cd71-44d7-90de-9bc99e49b751,faa98a94-b1cf-4f0a-8b91-189d88efd47b,Yes,Jersey Shore Hospital,Medical Group,2019-07-16,2025-07-03
b1bf9f22-6eaf-4e68-953c-f02180dfc6c2,023cc1eb-639e-4287-99a4-27a25d694b63,Yes,Hackensack Medical Affiliates,Clinic,2015-12-01,2019-03-18
132bf98c-7860-4aef-a041-4dd9f11d87c9,cc681d4b-2f02-4be4-b80e-a828f4c59383,Yes,Hackensack Medical Affiliates,Hospital,2020-11-12,2023-02-27
047e0d21-eae0-4b3a-8502-ecb2e792caf4,f5d4fe9f-1ee7-4e4d-a748-4e87cc2a8f9e,Yes,Jersey Shore Hospital,Hospital,2020-10-17,2022-12-20
9681b13a-bfe4-4951-99fe-676bb124aa36,27cfa252-9f5a-4ce2-9fd5-0e55354033c3,Yes,Newark General Hospital,Clinic,2019-07-29,2021-03-22
ff971df2-f84d-4195-a180-1f1b9d47b221,3ff6ed00-db04-4f07-99fc-0c825e9518f7,Yes,Atlantic Health System,Clinic,2016-09-27,2019-03-29
468a3f89-3378-4370-becc-269a10213023,b509fc61-2898-4803-ac86-2f39b5693b39,No,,,,
8ecc5a8e-06c7-4852-b2d8-f0a810ab1b0f,6493d502-b562-421f-b525-3b61f2e7108d,Yes,Princeton Health Group,Clinic,2016-01-05,2024-03-25
63a64fa8-7b38-41c9-adf5-f49c97d9869a,082457e6-fbc5-427c-b18f-aac0416b50ed,Yes,Atlantic Health System,Clinic,2018-11-07,2023-04-11
35eb6826-a132-4a6e-8c63-27be9f8cbaf4,448e02f3-708a-41ad-8e0c-f6fd7f2cb143,Yes,Trinitas Regional Medical Center,Health System,2020-05-05,2025-07-03
38b0f6ab-9bf9-47ce-8c84-241dddeaef24,3ac0cea0-0f9a-4db1-b374-06b7dcefa178,Yes,RWJBarnabas Health,Clinic,2020-08-22,2023-03-21
7ed1fd72-74f1-4010-889f-0292bc46dd43,00e1a07d-e097-4ff7-a0e6-cf3740c9ae35,Yes,Jersey Shore Hospital,Clinic,2016-10-26,2025-07-03
d76decb9-6ca9-4f41-8e20-86ae60a7109e,26c550fa-2603-4afc-aa73-b5ea31479082,No,,,,
249096e5-1f88-48c1-b5fb-afc974e49f08,bcc4cbd9-46b1-4f85-97c1-d6ecf69150dd,Yes,Trinitas Regional Medical Center,Hospital,2021-12-22,2025-07-03
c4385f06-f33c-41c5-b022-1b8928d9f3fa,b1557523-8d21-4413-9d12-0d2e12f72cf5,Yes,Trinitas Regional Medical Center,Medical Group,2016-01-08,2017-12-05
d600c51f-f4ee-444f-8ef7-7287623fbb05,60d272fd-f99f-4852-bbc9-24a3a584a2db,Yes,Saint Mary's Medical Center,Health System,2022-01-27,2025-07-03
8691e91a-9303-4e39-857d-2d6e985a4e4a,758fafb1-1c21-4796-baf6-8d71496f9d67,Yes,Saint Mary's Medical Center,Hospital,2021-01-05,2025-07-03
096685a9-c4b9-4495-bfe8-ccc42907d7f6,cdb7a0f9-8abe-4d7c-b0b0-3a0f1477cafa,No,,,,
3c592dbc-d676-45b5-a98d-155dd611fe27,5705e0ee-13c9-4e75-884f-43d318485783,Yes,Hackensack Medical Affiliates,Medical Group,2024-06-25,2025-07-03
2035395d-e831-464f-818f-c31f50e94d68,7defe388-a830-477c-a0a9-bc0ad04bb1d2,Yes,RWJBarnabas Health,Hospital,2021-03-07,2025-07-03
78fb4037-c4b8-438a-98db-b9fcef77736e,b008c6d1-0a9c-4086-b95e-43ec29b19dce,Yes,Hackensack Medical Affiliates,Medical Group,2020-03-05,2024-01-04
191d609d-c6a5-4a30-9e36-3f0db0b5deca,2dfae9d9-3be9-487e-b1ef-148010dd7ace,Yes,Trinitas Regional Medical Center,Medical Group,2020-06-18,2022-01-02
fbf738a6-7c75-4252-bdc3-960438cbe741,3ec24c64-f666-4bc3-a188-efe9ea583596,Yes,Princeton Health Group,Hospital,2021-11-23,2025-01-19
ffa1ae6e-6d28-49d8-921c-f0572889e3af,4a7d4638-02a1-49b2-aaca-26de0ceff490,Yes,Saint Mary's Medical Center,Hospital,2021-07-09,2025-07-03
6a487528-3aff-42af-8a86-e9e6f739dcc3,aba2072b-f26f-4f72-9697-4872412eed49,No,,,,
e4ef9b49-626e-48bd-bd23-38c88018218a,04b0f94b-70d3-4055-acf2-c939372054d9,Yes,Newark General Hospital,Health System,2016-05-17,2018-12-23
b1518c82-3654-43d2-945f-69c988108945,1c2c657b-81bb-44aa-bd91-96340569f4a0,Yes,Newark General Hospital,Clinic,2023-04-25,2025-07-03
7734de5a-9268-4be8-8518-73be03a9b591,067cbca5-38f5-4625-ada3-79dfec64b068,Yes,Saint Mary's Medical Center,Health System,2017-10-28,2020-08-19
4a1e9935-99b4-4b26-8007-8aae57fa0a68,7c1b27b6-4257-47b8-963f-236263ce5bce,No,,,,
8ab30d98-d7f2-4104-aca6-6c6a80e0302a,96203502-29b1-4bda-b53f-78ac17dc7a58,Yes,Saint Mary's Medical Center,Medical Group,2022-08-26,2025-07-03
ad806bce-d644-4902-81af-8da57da1f133,d0a8c31f-91fc-4322-bc98-1ac87b388644,Yes,Atlantic Health System,Clinic,2020-05-23,2025-07-03
a5289631-f0be-4fc4-b125-f40988f0f403,ade41c09-bc9c-4b7e-8411-bd124cbc7d5f,No,,,,
70349de6-e20d-4e1e-8835-7afd2bfd647c,afad70db-4482-44ce-bbc9-ad750a85031a,Yes,Atlantic Health System,Hospital,2019-12-30,2025-07-03
835b5cef-f632-4c1b-83e1-e1b397d3fda5,8a22f6f2-d676-470a-a7b4-5b0f03eab239,Yes,Atlantic Health System,Medical Group,2023-02-13,2025-02-11
3ffc8f37-78fa-439c-a9f5-a282d732da4b,5e8b8886-130d-463f-8318-83be5a490a79,Yes,RWJBarnabas Health,Clinic,2021-10-05,2023-01-18
d95371f6-a602-46d1-85f7-2d26a594053b,b6b86ad5-1696-4d90-8ea5-df4820702677,Yes,Saint Mary's Medical Center,Clinic,2016-01-06,2019-08-07
374b4dd7-a6a3-40c2-9aad-8b135b40e775,9736c5eb-2baf-48b3-a7b1-f09e9ec37123,Yes,Newark General Hospital,Health System,2017-03-16,2019-03-26
4e7057fe-a872-4799-839a-d1c1f3c201a8,a8d25795-31b4-440e-899e-08e69e39ad0a,Yes,Hackensack Medical Affiliates,Hospital,2019-12-08,2025-07-03
49731994-1915-4d4d-befd-1b5e56461734,c9cf45c3-175b-4b10-b45e-369b5f7a659c,Yes,Saint Mary's Medical Center,Hospital,2023-06-23,2024-09-23
ffffeccf-a4b3-4628-bd91-860203014c0e,8546ac1e-e27b-4347-a95a-8e4b9449fe5e,Yes,Newark General Hospital,Health System,2019-11-30,2023-02-21
76dd6a93-ae76-46fe-8c77-329b3791ecf3,398b4232-236b-40af-8037-89dc605a9b04,Yes,Princeton Health Group,Medical Group,2019-11-20,2021-02-26
63fb87de-9135-464a-b074-7aa23b26ca70,3acb8072-de47-4dc0-b9f9-5efcd2e28656,Yes,Trinitas Regional Medical Center,Clinic,2023-03-11,2025-07-03
ed8917d8-b528-479a-bd30-10c25c101018,91c05530-3633-4d72-8cbc-e225c6c2601f,Yes,Saint Mary's Medical Center,Hospital,2016-01-25,2019-12-03
dcfe9d1d-bbd0-46aa-ad1b-b96d56e47ae0,cebe7c50-1568-4dfe-883b-c475c35c1a14,Yes,Atlantic Health System,Clinic,2016-03-09,2019-09-08
dadbc77d-0b6f-4665-8a49-4bb66cc20e96,61230ea9-dd88-4168-abcd-732d0522ea0f,Yes,RWJBarnabas Health,Clinic,2021-04-13,2025-07-03
b4749ce9-ada5-4f0c-8f5d-1dfc3ddd4a89,c4e96d97-e98d-45fb-ad36-849abe49aec9,Yes,Hackensack Medical Affiliates,Health System,2021-08-27,2025-07-03
5ee7004f-d6e4-4fc6-b103-3bd8dc2541c7,929948e2-ddc6-491e-bfc6-15bf599bbb3d,Yes,Hackensack Medical Affiliates,Medical Group,2018-11-22,2025-07-03
865cc291-6259-42e9-bdb4-5354a17212f1,98cc35e3-05ff-4b25-9930-0606f54ef7e2,No,,,,
c7575158-25dd-4fcf-8bd3-fb4f489d313d,78e2c914-311f-4593-8b01-f56487cd69c6,Yes,Princeton Health Group,Hospital,2022-01-24,2023-02-18
7c36e661-74c3-4a81-b746-db1e17443926,e29f2b28-d275-4f63-a89c-b98a2064c21c,Yes,Atlantic Health System,Clinic,2017-06-09,2025-05-15
656f5584-2965-4b86-97da-0116dc497c39,69764678-2363-4f12-8364-b1f38e79b9af,Yes,Newark General Hospital,Health System,2015-10-10,2018-06-11
3a4dc2ce-a322-416f-b667-e23f36edb92e,34366b04-44cb-4618-87b0-ac378aa1b956,Yes,Hackensack Medical Affiliates,Health System,2017-09-26,2025-07-03
94428841-f3a7-427b-b1bc-ff7946b3a657,f930fbce-1b89-46f6-98e6-3649d9020ff3,Yes,Trinitas Regional Medical Center,Health System,2022-02-15,2025-07-03
a1520f05-e6e3-4524-a7d7-8e5d35b7b237,fd54553c-95a5-4517-919a-9f69b3bd3dba,Yes,Princeton Health Group,Medical Group,2020-04-04,2023-10-24
1f313a99-7154-49e6-b992-f2db731e5f20,7fc8db2a-e0ce-4823-906a-abf4b0e88d25,No,,,,
cf38bd2e-5d6d-4392-b9d6-213e4b6a81ec,d6d87c02-9f36-4576-86de-a251eaae5c9c,Yes,RWJBarnabas Health,Clinic,2016-02-15,2024-01-29
9ec88acb-8dba-4868-9107-7acf7e97cce2,91f08920-3c62-4a06-8404-ad14673cf5f1,No,,,,
5ed8fd4d-c8d5-4068-a05c-4374b616cef0,9a2b9e52-80ac-4a07-9709-beda321643e0,Yes,Princeton Health Group,Hospital,2018-01-14,2021-12-11
9f036ce3-10aa-4226-a217-6fddf15e5025,c1d1d849-75cf-44e8-9daa-0276d7e9a72b,Yes,Trinitas Regional Medical Center,Clinic,2018-10-10,2025-07-03
9ea00eaa-3179-45be-b260-c7612ccefe3f,64ebeafc-5db6-487a-8234-3c1cb3482396,No,,,,
829725ce-5d8b-41f1-bb33-14dcc2d5c1bc,b9a8fea3-8801-49ff-9a18-61cff35a9bbe,Yes,Newark General Hospital,Clinic,2020-10-10,2025-07-03
a56202ea-ee98-4171-abdd-af035a4c2b6f,1fa6bfd5-16e6-4d3d-80b3-32a599d65d80,No,,,,
81fe5bb3-5fe3-4cbf-ac22-d9cab1afa8c0,c40c9070-2aac-4291-89fb-2f1d6f9d10b6,Yes,Jersey Shore Hospital,Clinic,2019-05-22,2020-10-04
ed111744-df33-4c0c-8fa7-04370e6291a7,0b299532-ca70-41fe-91a0-a3931a2633cb,Yes,Princeton Health Group,Hospital,2018-11-20,2022-12-06
55134de7-65e2-42e7-9e67-f1a411f31b8f,ad301c99-8dc2-4aad-8a9d-817dad103334,No,,,,
229957df-6de9-4219-a845-1b01390daa24,78dd7c3e-07ff-48bd-9df3-6e0153f0168c,Yes,Saint Mary's Medical Center,Clinic,2019-03-06,2020-08-08
4c80ad7a-f07d-4715-bd71-52f77db18a1b,3d6a5604-3f9e-47dd-bad6-969b1228af29,Yes,Jersey Shore Hospital,Health System,2016-06-19,2023-06-23
5b5859a6-50de-45da-8aed-83d516d7b99f,1c0f8739-c64e-46be-b8b0-ce550d309dee,Yes,Princeton Health Group,Health System,2023-01-01,2024-09-22
a6b26ad0-6e00-4e5b-8c3c-dd21ebb0b5e8,3e918e28-c105-40cf-ad5b-80f8258d663e,Yes,Newark General Hospital,Health System,2016-04-15,2019-10-20
5003a8b3-544a-4752-8abb-a14fafa5abe0,53d6a1c9-e116-4973-915d-8be4fc31bbac,No,,,,
261448c6-42e6-4e5a-aa56-449826392960,9af96c66-e805-4cf7-a8ac-bf3ed7fdcf1b,Yes,Atlantic Health System,Health System,2018-06-11,2023-10-05
74216411-d2fb-4241-ac64-4a49c6518499,af917d9d-a3aa-4a41-b12a-fc60dbde54cf,Yes,Atlantic Health System,Clinic,2018-03-20,2021-10-22
bfaeb49e-8ffe-41b7-9aae-78756b9acd40,bd644474-d2fa-4819-bd8f-917c130f4d96,Yes,Atlantic Health System,Hospital,2023-10-16,2025-07-03
635ca80b-b981-4733-a9ef-20e033b38936,e4d00f8e-8203-49c6-b180-fddd51bd5931,Yes,Jersey Shore Hospital,Hospital,2015-07-04,2018-11-10
2313f77a-27f5-4ec2-9e65-5984a20a32df,532ff778-360e-407b-b2a4-df172306b648,No,,,,
9b5dd2a6-fc6e-4940-a355-4c8c1b949f09,dbc47654-4a40-4276-ae31-867b8606346b,Yes,Saint Mary's Medical Center,Clinic,2016-05-12,2023-07-02
3ef61777-667d-4cd4-97db-a6776612e693,1cd581ef-7f8d-42d8-bd49-ff81a514e5de,Yes,Jersey Shore Hospital,Health System,2018-02-26,2025-07-03
23db258d-a807-458f-87d6-84f48705bcec,6d08866b-21f1-4a35-8d4a-0ed31c6fb095,Yes,Princeton Health Group,Medical Group,2023-11-01,2025-07-03
4342f537-3c05-458c-94d1-2f6a72af2f2e,c7d5bcdb-c58a-488e-98e6-78a5ec63f4a3,Yes,Princeton Health Group,Medical Group,2020-07-21,2025-07-03
f1f9f00f-102c-43f7-9c2f-282d19da80fc,3b46753d-9459-445f-8a2e-0773adb9401c,Yes,Princeton Health Group,Clinic,2022-08-19,2025-02-21
788ca374-9081-482e-bd0a-8b5a0cc6f78d,3df53754-4812-4245-8a6e-fa78a8085bac,No,,,,
b9fda0ef-92a4-49b6-8878-14e38c6882fb,1236a73c-b19c-40f3-9ae7-a707c5a32a34,Yes,Princeton Health Group,Medical Group,2017-09-28,2024-02-29
ce55eedc-9ab4-4c21-8126-999901099ad0,4869c936-2156-453b-ba78-950996cfce6f,Yes,Hackensack Medical Affiliates,Health System,2017-01-15,2018-03-22
f22b0fc4-2c59-453e-8c6f-e7b08e75fb39,1db31ab6-5181-4eca-a991-6b095b237f28,Yes,Princeton Health Group,Hospital,2015-12-07,2024-02-18
f56f006f-92bd-47dc-8be2-13cedc2b6f33,28b35164-7e8c-4789-9681-e59bcddc36b5,No,,,,
7d42d429-6169-4996-ac66-8e063cf6ef6b,685d303b-fbdf-4482-8889-9d3de2110c39,Yes,Saint Mary's Medical Center,Medical Group,2022-09-07,2025-07-03
f063eeed-0b7b-4d5d-94fe-60949356d7e1,99f54f66-821c-4d4e-b815-9befbb5077e1,Yes,RWJBarnabas Health,Medical Group,2022-01-05,2025-07-03
3cb967be-6b4a-49d6-bd43-e659b4848018,6635b751-bd10-4dce-a27e-aeb4a081e055,Yes,Princeton Health Group,Clinic,2024-01-23,2025-07-03
456fdc29-044a-460e-82a0-6ad6068202ef,51d4cce7-f5fb-4fb0-8a0b-e5b44580f79c,Yes,Jersey Shore Hospital,Health System,2024-02-14,2025-07-03
f275ee55-47f8-49a2-a49b-fd7125fbfc62,cf06ac22-a718-4b2d-9549-22e63be04d86,Yes,Saint Mary's Medical Center,Clinic,2019-01-04,2021-03-02
ece44010-3ba0-497f-92a2-543f6cc56f96,49735069-a83b-4499-bd44-60002543a2cc,Yes,RWJBarnabas Health,Medical Group,2015-10-02,2021-05-13
7d49e03b-2cab-4a81-9736-89fecc92d961,d8d37f5d-efd1-4b9f-90bd-c467ed437412,Yes,Princeton Health Group,Clinic,2015-11-03,2021-10-31
c906d939-e71e-4efb-b38a-fa992ea69455,e0862ef2-1905-498e-aa82-90e128885e61,Yes,RWJBarnabas Health,Hospital,2017-09-20,2020-04-21
0c982b84-7b72-4f01-ba9f-a368176c2936,40340d75-48ac-4e24-a0f7-1c7bb6a5b8bc,Yes,Atlantic Health System,Clinic,2022-10-08,2025-07-03
0be5a2e8-f771-41cd-a395-f9837eb93e66,89a73654-e845-4130-8c1c-27d86c7de0dc,Yes,Atlantic Health System,Clinic,2019-10-12,2025-07-03
5b33a8f6-ff9c-43d8-9d90-823b1acba0df,f4110201-cf49-49f9-b9c7-d4d774a1835a,Yes,Atlantic Health System,Hospital,2016-12-11,2021-05-18
eee71148-51e8-4111-b789-a188e328f0da,8674e58c-d997-4357-bc85-d1f3f1e6381c,No,,,,
9c8fe522-2bfc-433f-80fb-2e5743d7c572,9a6ffa0e-3573-468d-9d11-9e0cd2faad1a,Yes,Atlantic Health System,Health System,2019-02-22,2024-09-19
d72e21e1-b0d9-4998-8a35-d9039b7dedbd,ca0f6841-f1e8-4fe4-92db-77864ba99f25,Yes,Newark General Hospital,Hospital,2016-09-28,2018-04-18
c578bb97-5e29-4d33-9f92-87c576b3b930,63e1b6af-4024-4b01-9af2-0d834b79d8e1,Yes,Jersey Shore Hospital,Clinic,2019-10-17,2025-01-07
62e7ff54-c0fe-4ba4-a6e5-e12117b070b1,03be2e53-cd3e-46c2-9131-7d3dfdbe5ff5,Yes,Princeton Health Group,Health System,2024-05-11,2025-07-03
28813a36-1e92-4d95-b2b3-f020b87c5d1b,33482443-64b5-4334-8482-36bc1e8026b5,Yes,Hackensack Medical Affiliates,Hospital,2019-08-15,2025-07-03
5eac98d1-b6dc-4747-8991-82256fada4e9,7e0ddb1a-88d5-4d04-91ed-7eea5d58ab9a,Yes,Jersey Shore Hospital,Medical Group,2017-01-19,2025-07-03
c6059861-d2e5-46ba-9814-d451caee5430,0343e8b5-bba1-4437-9e77-9a00a342f943,No,,,,
61dd8da6-3b11-4994-95d9-6c8200617bef,caf4e656-2ea3-4820-b058-4a7951048c25,Yes,Trinitas Regional Medical Center,Medical Group,2024-03-01,2025-07-03
a1d07408-13d4-4602-9818-05cec0baac6a,c895e1b2-0262-4666-8ab4-c7a9244f225f,Yes,Newark General Hospital,Health System,2020-07-24,2024-02-05
2192aaa0-40e1-41d1-b7dc-6903fab49f7a,57d400ce-0c10-416d-9f8f-c77d5496a0e1,Yes,Jersey Shore Hospital,Clinic,2024-04-11,2025-07-03
996377a5-3356-4809-a7e2-d529ef585839,4b93874c-adf0-46a6-ad9c-cec627d06777,Yes,RWJBarnabas Health,Health System,2019-01-26,2020-04-03
ebf0dbe2-01b8-45a0-b745-647b8b27a68f,98cb51b6-f979-4b8b-a9fa-68cf0fd76e17,Yes,Hackensack Medical Affiliates,Clinic,2022-01-09,2025-07-03
5392ecd9-0dd6-4616-b997-eceecd8e7fff,97772091-8866-4a67-9681-741666934381,Yes,Atlantic Health System,Clinic,2018-10-22,2021-01-10
02c75896-172c-4ec4-b6d9-3fcd7abe2e35,b442a3ae-f452-4768-8ae9-51e2af4396a4,Yes,Hackensack Medical Affiliates,Hospital,2023-01-11,2025-07-03
bd1b0d9c-0a4f-4e34-bba9-1ded6b40673f,97cc66f2-9928-42c0-96a1-eacd2d085a86,No,,,,
d7277cca-6fee-4736-8e0c-2e9992a5456d,71675749-a1b2-468e-9b65-fdca679e5303,No,,,,
30789680-24eb-4b7b-b314-212ac18e9e12,4a9ce389-2300-4bd4-b424-33df8032419a,Yes,Saint Mary's Medical Center,Health System,2019-11-25,2025-07-03
17cdebbb-d9fa-4b72-bfa3-19735d2e6933,50c199b3-5c67-4c5f-9d08-e01899d7c50c,Yes,Atlantic Health System,Health System,2017-10-01,2019-09-08
ef614624-b0bb-4dfe-8209-7872a0d69048,55bf8552-717c-4dd2-b2ef-00dae4543b98,No,,,,
1066ff19-07fc-435e-8812-e0c4bcfa30f9,7a93fc3b-ef5d-4d1c-b643-290e885c6a97,No,,,,
f394be66-ebc9-403c-a9dc-705f8847b83d,e57fe78a-ca26-4ed3-b080-27200cd013e3,Yes,Trinitas Regional Medical Center,Health System,2020-11-23,2024-12-27
91db671c-dbc9-434c-a2cb-5a4fd9c6ed40,ea729b9a-d5bf-4c06-ae63-510906b025e0,Yes,Jersey Shore Hospital,Medical Group,2018-09-30,2025-07-03
20d85866-b55f-4cf6-9343-d9dd2fbe3b6b,782f99ec-8210-4a00-b5eb-365d4c30fddb,Yes,RWJBarnabas Health,Hospital,2020-09-29,2025-07-03
ca72b611-a5bc-4451-9b59-ee272951a95b,46c8a7aa-cd04-4d31-b1f0-050063988473,Yes,Atlantic Health System,Hospital,2021-08-24,2025-07-03
8101d199-ce96-4039-ba94-5b6733653145,a582552a-f6fa-4b80-83f0-e6873e1979d4,Yes,Newark General Hospital,Clinic,2019-11-05,2025-07-03
d6802965-36fe-4163-9fb0-8a801536efee,b4911996-930f-42c5-ab74-ba5d1b71f1d9,Yes,RWJBarnabas Health,Health System,2022-01-06,2025-07-03
ba0dbda1-febf-4389-9fce-95711bdf07d6,3c0d4479-278a-4b47-8a56-4a21133099c2,Yes,Hackensack Medical Affiliates,Medical Group,2018-11-02,2025-07-03
365e27e8-ad24-411d-b33f-35cdb36e2c90,42e75a85-f089-4a8f-adc0-da72bd33c110,Yes,Atlantic Health System,Clinic,2021-12-15,2025-07-03
dcd4f6a8-5848-4e21-b048-a4d4b5225711,dc448acc-323d-4ce9-b25b-57c8a2b34edc,Yes,Trinitas Regional Medical Center,Clinic,2023-08-03,2025-07-03
eac042b7-94e3-4dcb-8942-f9c97b93ab60,361e8d0a-6ff1-4445-b37c-c5d92eab959e,Yes,Saint Mary's Medical Center,Hospital,2020-02-25,2025-07-03
09815ac8-4aac-4657-8da3-0089dbb5b359,6c115d50-8513-417f-b70e-31f434305a1c,Yes,Jersey Shore Hospital,Medical Group,2017-05-26,2021-07-21
1d145ece-e072-4510-b9f8-c51934bd0124,0afc4ca9-77d8-41a6-8738-840a37ba476e,Yes,Princeton Health Group,Hospital,2019-03-23,2022-08-14
a705c339-f741-4cc0-8183-04bc55173582,da2d0c3c-478d-4f2a-9000-b4fe1ca9b12a,Yes,Saint Mary's Medical Center,Clinic,2021-06-13,2025-07-03
2db25ddf-afd4-457d-a781-205479665ac7,7c3eaedd-2249-4193-9d06-e5f82eca22cb,Yes,Trinitas Regional Medical Center,Hospital,2018-04-24,2025-06-15
c3b9d372-60e6-40a2-853e-db2149b8da63,8a3c66ac-2eb0-4af9-b6d5-a1f240525b2f,Yes,Hackensack Medical Affiliates,Hospital,2023-10-28,2025-07-03
6d526cdc-ff53-4eb8-9b85-251cc97cc3a0,db47cb71-558f-43af-947f-3282e0a282b7,Yes,RWJBarnabas Health,Health System,2020-02-09,2024-02-18
398e182e-119d-42f0-8b78-d94660636e4e,8578004f-385b-4473-9970-b2542fdbe6ba,Yes,Princeton Health Group,Medical Group,2017-08-12,2018-11-24
be69859b-b744-45cc-a962-98977b237c40,7181ec7d-48a2-43e9-8a7f-d58d36649b3a,No,,,,
e3b6d719-c377-42fd-a6d4-4d45e245e3d9,08844382-cf38-4da9-af4d-787e7cd262ef,No,,,,
6774afdf-01c6-4c46-b91d-9f51beb0be6f,5b19ec42-dc59-4e72-8dc5-9eb9de1a65f2,Yes,RWJBarnabas Health,Hospital,2020-11-18,2025-07-03
f2e96cdc-f7b6-4755-a710-d3435f72b541,00905382-89e3-4081-b3d0-c915882c5b5b,Yes,Hackensack Medical Affiliates,Health System,2022-05-12,2025-07-03
7082e974-1053-4b1f-b3ff-816c24bbde23,6420b8ec-e353-4f6f-b935-f56bb3144f94,Yes,Newark General Hospital,Health System,2020-04-21,2024-03-15
0cf411b6-9988-4402-833d-722aa153ec2e,dadd8c16-0eae-497d-9cf4-3a34e67aff49,Yes,Trinitas Regional Medical Center,Hospital,2020-10-22,2025-07-03
c25bc535-966b-41d3-8b50-9e416c1a3a51,e6faf1f7-9636-4c49-87b9-ba4438422b54,Yes,RWJBarnabas Health,Health System,2020-09-11,2025-01-24
a2a9a528-6b57-46bb-bf5d-511ce10adc4d,55ff764f-88b8-4a0d-9964-9a413bae7d55,No,,,,
e797ca95-b06b-4d84-be83-b6ff2e6cec73,b263a41b-2c69-4475-a9e8-bf0eb8b2e9d0,Yes,Princeton Health Group,Health System,2018-03-12,2025-07-03
52bf3717-242a-47d6-81ec-cbc9d52d9222,21b7adcc-5a5b-41a0-b2d3-cded2fa65980,Yes,Newark General Hospital,Clinic,2024-01-20,2025-07-03
e5c31c4e-ffe7-40a5-a0ec-e6c62a9c2351,e67ca96b-f99d-4a66-b16d-936b5582aba3,Yes,Atlantic Health System,Clinic,2016-11-05,2025-07-03
72326be8-e10b-4fc3-b7b4-adba6bbb6c96,1497a406-c815-40b8-a34d-df5ff9047db1,Yes,Hackensack Medical Affiliates,Clinic,2017-08-11,2025-07-03
ff5d81a7-6bf0-4c83-802f-18eca111d514,7942150b-212c-40e7-8dad-1522d98d1562,Yes,RWJBarnabas Health,Medical Group,2023-11-26,2025-07-03
851e3b26-7ec9-49f9-bd0c-f873fa8647c2,4ef77f3b-e9ce-4049-aae5-71f9f0bd722a,Yes,Princeton Health Group,Medical Group,2020-07-22,2024-06-15
a9e382a1-9eaf-41a8-89dd-341f15016978,9d02cc51-e4b9-4a41-9971-2b009e836399,Yes,Saint Mary's Medical Center,Medical Group,2023-01-29,2025-07-03
6b359805-f25e-4707-9b1a-8867f5a72c48,c28dd3fc-e5f1-44bf-bb3a-ddd9aff8d918,Yes,RWJBarnabas Health,Medical Group,2023-01-25,2025-07-03
7ba5ace7-0a89-4c29-84c6-f9420dba1318,3bbefe0f-11ef-4018-a737-2e51105fad13,Yes,Trinitas Regional Medical Center,Health System,2016-12-26,2021-04-18
baa8a28c-41c7-4298-a067-7a9b896cd0df,485fda34-0040-4ab0-856c-e4dd0c664325,Yes,Trinitas Regional Medical Center,Medical Group,2020-09-17,2025-07-03
e3c7faef-1ae9-43db-9662-da0a261533e9,e2efe7ad-2fb3-45ba-b5a2-b6fac5668a77,Yes,Trinitas Regional Medical Center,Hospital,2017-10-11,2023-12-31
eefb85cb-78af-477f-8b57-c801a8e458b8,c7a44e69-d3ca-4aea-b069-29a779984172,Yes,Jersey Shore Hospital,Health System,2022-07-08,2025-07-03
d9ecf44e-34e4-442b-9fc6-326ee4fb18a0,bfbfc24a-afab-4535-ae71-2d8430e0bec4,No,,,,
63628a0d-43fe-4503-b558-b1351819b4da,6715889c-86ea-4233-918d-baa3dbc85186,Yes,Princeton Health Group,Medical Group,2018-03-11,2021-08-16
8447b3a7-bf8e-41ff-ba35-de7b02ad1167,4636b11f-88ca-4ee7-ad29-3598fd78ba72,Yes,Hackensack Medical Affiliates,Hospital,2018-02-09,2021-01-02
c2c16253-a563-4d28-ae9b-950475766c18,a934d72c-61ba-45b3-b3dc-386ef777c42e,Yes,Jersey Shore Hospital,Clinic,2022-10-31,2025-07-03
ce228e4f-6676-41ab-bc5b-f2c5fcf5dc58,deca520c-5750-4d45-be67-8e4e0568d030,Yes,Hackensack Medical Affiliates,Clinic,2020-03-12,2025-07-03
b42d2907-4630-4553-a294-6704d4be8b5d,c08192f0-be0d-4ef8-8459-1bee779bd6a0,Yes,RWJBarnabas Health,Health System,2023-07-09,2025-07-03
a959b9df-0fe4-4365-895d-2f5534418ac2,8286a7d0-1bf6-4507-bbb7-0506156d9970,Yes,Hackensack Medical Affiliates,Medical Group,2020-10-21,2025-07-03
8b917792-a51d-4191-83df-e86c420ae690,4ec0181f-bc10-4f1d-93f3-9705fe060772,Yes,Newark General Hospital,Medical Group,2017-01-22,2018-11-24
2fc0a789-b875-4576-8f6b-1b9a1797a1fd,7c41d05b-5fe6-4ab6-b927-bfb612d791f1,No,,,,
