SpecialityID,ProviderID,ProviderSpecialityCode,ProviderSpecialityType,ProviderSpecialityName,ProviderSpecialityStartDate,ProviderSpecialityEndDate
861fea10-3467-47b6-b65b-6c1cc3a796ce,d80095c9-bcc4-4a98-8d40-be8f35d6177b,207V00000X,Primary,Obstetrics & Gynecology,2018-08-13,2024-01-02
8280507f-aeb4-43d9-961b-84321d93af0f,d6f8dcc9-a342-439c-8798-67ec24e18db0,207V00000X,Primary,Obstetrics & Gynecology,2018-09-05,
f809071f-74cb-410b-9649-74633c81a23c,522d1ab3-e6b1-4b96-8fc8-08d71dbdcf36,208C00000X,Secondary,Cardiology,2020-02-26,
78d9a088-fc3a-4abf-b0cd-c1cbc1823ffa,1109737c-2259-463f-b409-2d78bc065680,207V00000X,Primary,Obstetrics & Gynecology,2024-06-19,
886f4524-0ec4-4c1d-bbd5-4836e75e9b60,b39230ae-4d34-4e71-9284-d8f3e20064d5,207N00000X,Primary,Pediatrics,2020-05-07,
f0b7dff3-de9f-4347-bd34-6af67e004bd5,9c5577fd-f8f8-4bf7-abcf-656216e00dc8,207N00000X,Primary,Pediatrics,2016-04-01,
a3c3ac18-2187-4f75-aa94-d21f36730ec2,c4a27d3a-95fd-4ce7-8cbf-a3f42f4be365,208C00000X,Secondary,Cardiology,2024-02-14,2024-04-15
839d26ad-1309-4df7-8bfc-ea5001a9d2dd,f6822ded-b7b6-427d-9396-0ba7c98ea666,208VP0000X,Secondary,Psychiatry,2024-06-07,2025-05-19
66c2fd5f-a9be-4553-bcd4-bea1593bd8cf,f0836407-b545-4f75-b702-d69eaa03bee6,207V00000X,Primary,Obstetrics & Gynecology,2025-01-28,
a9e2e484-6ffe-42c3-9b57-0c82f27840da,c49fdea3-672f-411c-9071-cecafc4ee835,207R00000X,Primary,Internal Medicine,2023-10-04,
7bc23c39-9534-4650-8061-c9f55230c877,94259e93-8ca2-4864-8dd0-69b3aa62d133,208C00000X,Secondary,Cardiology,2020-02-21,
baaa4f3f-22d8-4206-8a63-a89b5ec22d46,f70e1011-e969-498c-a7b8-cf6b1099ad1f,208C00000X,Secondary,Cardiology,2017-08-11,
479d9a40-d1d1-43d1-8523-7124f0c784f5,ad635227-6eef-4015-bedf-228e1b5d2f2f,208C00000X,Secondary,Cardiology,2019-01-01,
6288a00a-54b6-467c-afa4-781b057b9091,da539bcc-1b80-4b66-9231-42032d649f20,208D00000X,Secondary,General Practice,2025-03-20,
22863f6d-92ed-4203-959c-1dd01120005f,114f333e-c5b8-4561-a021-108b73eec112,207Q00000X,Primary,Family Medicine,2016-11-12,
0d7b9c9f-f930-4d6a-82b2-c3d88d655f77,e0151c67-5f68-42a4-a1ed-599d595deaad,208Z00000X,Secondary,Geriatric Medicine,2023-09-16,
c48b8029-5ef1-4584-9ef7-c42a48eb7fd6,30c7e213-c4b0-4bc5-bf1e-f96c2fd08555,208C00000X,Secondary,Cardiology,2022-06-22,
6a2dbd3a-5b8f-4f03-b390-a740ef424a21,07f8009d-648b-487c-a6e4-08ef50bd3707,208Z00000X,Secondary,Geriatric Medicine,2017-03-22,2022-01-27
2f4d0d89-1fac-40e5-b059-46d8fb8d3fbb,193f6b99-31bf-41c5-9839-0a505b889f71,207V00000X,Primary,Obstetrics & Gynecology,2016-08-31,
6d9b93d2-7b61-4bb1-94bc-e3499b12666d,70c486d4-788c-44dc-b860-e4e69efda9c2,208C00000X,Secondary,Cardiology,2021-01-23,
fda26734-59f7-4182-b944-d5e10d26be6c,af58cfdc-2a6c-4bac-b021-fff24bd3fad0,207N00000X,Primary,Pediatrics,2018-09-07,2022-03-11
07f5eb3b-9cfe-4cf6-9aa3-be164fac4135,8c73d687-5f3f-4118-b155-67e09a7ae903,208D00000X,Secondary,General Practice,2022-02-28,2023-06-09
1db38724-582b-4c85-9a07-f5a7e5f56967,0915a8e2-cbec-4cf1-9686-f40284986d90,207Q00000X,Primary,Family Medicine,2024-08-18,
64da8274-8fc3-47a8-bf4c-ccea61db0eed,769b365e-0133-484a-9935-31d86d5f25ea,207V00000X,Primary,Obstetrics & Gynecology,2016-10-28,
976c3a8e-f3c8-469f-81ab-4e2164b84a7b,7ddad26f-b8ac-4ad1-9a04-69e2b39e4b8b,208C00000X,Secondary,Cardiology,2017-07-16,
80a50dcd-6698-4c2d-a14b-5cef943502f9,08b400d8-ee30-4696-be88-d303e7761818,207N00000X,Primary,Pediatrics,2016-08-14,
baa0bf53-aed0-4fb1-b8aa-79420568261d,7cca94d7-9c6e-4469-834a-76cd21407725,208D00000X,Secondary,General Practice,2017-02-27,
865a76d4-9208-4a00-b339-cd3879e61f1b,8ca2142e-9c83-4403-ae8d-13feda2d446c,208Z00000X,Secondary,Geriatric Medicine,2022-01-02,
844deefb-39cb-413f-80e5-c09cfeee2b96,3afb9ba3-cce3-4e47-8c0f-964c12ca2697,208D00000X,Secondary,General Practice,2019-09-10,
ebbf321b-bc88-43cf-885e-0a2903301ecc,bf6b3dec-ead1-49a2-bcf4-0d8750fb4d69,207N00000X,Primary,Pediatrics,2023-10-30,
d06ab775-8fd9-42de-a743-f95705e590fc,b4a7586a-534d-47e7-8d8d-eb24a63b65b3,207V00000X,Primary,Obstetrics & Gynecology,2019-09-15,
563ea31b-654d-48a1-94ce-f84c3d39730d,c638290e-57c0-4c7a-946f-0e9d3b739841,208Z00000X,Secondary,Geriatric Medicine,2017-06-18,
4e784379-2d35-4c18-8c78-9667bff9b3be,8632b077-e6b5-4dac-aaff-74afd0a9a891,208C00000X,Secondary,Cardiology,2021-05-29,2024-09-25
ae713644-a8e4-4bf0-980c-28aed57fcced,18356d4e-73da-4559-89de-65852e21cdaa,207Q00000X,Primary,Family Medicine,2017-04-09,
fba07ba6-b222-4f12-94be-1a963432bceb,b77285d1-3851-4bde-9cd9-be306aa5f836,208C00000X,Secondary,Cardiology,2019-06-13,
2c39aac9-9bbc-4308-9670-888ec7211989,e138ba96-4b45-4f2a-9f1a-1f6b980e97ac,207V00000X,Primary,Obstetrics & Gynecology,2020-11-11,
2e56937e-7d54-42bf-b5d9-577ea0fb15d1,bf57a320-d6b7-41ab-94d7-4c1360064134,208Z00000X,Secondary,Geriatric Medicine,2015-12-19,
6f21fc5b-30b2-4b6f-b715-ae166d878db3,be7ad0f8-b30c-4336-825e-cc534a41941e,208C00000X,Secondary,Cardiology,2023-10-17,
291dc4ec-5c73-4fd1-b985-165f9d2c98f7,98a6379f-bde9-438c-8fb2-c160983ea030,208VP0000X,Secondary,Psychiatry,2021-11-27,
16dbc1bf-696d-4be6-8244-072168d9b14d,6b6b2671-9fe4-4ac4-afc8-7c82534874d2,208C00000X,Secondary,Cardiology,2018-05-21,
eba73770-92e8-44ae-8e22-f2c2a2186d4a,439bee5c-721e-4782-a23f-c48273458229,207Q00000X,Primary,Family Medicine,2017-10-18,2020-03-31
72b095ba-9985-42d2-9d57-67d93fe6d706,7463d5c6-2fd1-46e1-a2b8-bc9d200fcfce,207R00000X,Primary,Internal Medicine,2022-03-24,
7f751f75-643e-47d7-a36e-7dce17efe53f,9390f777-7885-430b-a90a-307da60e6193,207R00000X,Primary,Internal Medicine,2022-09-20,
f2fed64b-22db-45d5-9389-ff3b8e62728d,66e5f91a-6f2e-47a4-aa84-e8864da74fb4,207V00000X,Primary,Obstetrics & Gynecology,2018-03-12,
c679f5a1-febe-4f20-b777-3259bf83d5a9,fd376a56-db1b-4cc1-bc97-289959a42bc5,208C00000X,Secondary,Cardiology,2017-11-14,
4fa14d68-a587-4714-a858-1929f86c7848,7c6d011b-077f-43c0-87ef-19d4079181fb,208VP0000X,Secondary,Psychiatry,2016-07-24,2023-07-14
e6de8e5a-5c92-402a-912b-fc2b4987074f,bbe86ce1-9110-4cee-9580-21870dc218d0,208C00000X,Secondary,Cardiology,2023-07-29,
7d464833-b83b-4d41-94af-4c87759a292a,27ecca20-e035-4abf-9c80-58b436408d52,207N00000X,Primary,Pediatrics,2023-07-07,
f01e055f-9231-4a4b-93a2-f3ec0b136571,feafda5c-4178-4099-b7d1-ac49bcccd56d,208Z00000X,Secondary,Geriatric Medicine,2025-06-17,
52e7ff45-42cc-4d87-bed2-f3cdeeb8fddf,ff51cf2b-64b0-4b32-8835-3ae9ef59f52b,208D00000X,Secondary,General Practice,2017-03-04,
5a88c30c-afcc-4bc2-ba42-4d47855c0593,325add05-bdaf-40ff-99f2-e298100ed70e,207V00000X,Primary,Obstetrics & Gynecology,2025-05-24,
f77e5984-a13f-4155-9bfc-9b286b730750,23328112-2f68-4743-a5a4-48af38fe3dc8,207V00000X,Primary,Obstetrics & Gynecology,2015-10-08,2024-07-05
1a1cda26-b724-40d8-bb31-169440776aa5,cb801708-cc49-4914-aacc-26aab8600b05,208VP0000X,Secondary,Psychiatry,2025-02-25,
73bd0eec-e66e-4d67-a6b2-f9cd0616f3ee,6b6dcaf6-95e7-4c31-91f0-c4a05e5c95e7,207R00000X,Primary,Internal Medicine,2021-05-17,
517076b2-31df-4e4a-acb9-bb652775c2a4,1a3505a3-a767-42da-bb62-74daab19bc77,208Z00000X,Secondary,Geriatric Medicine,2022-11-24,2024-09-04
0db7428d-e2be-4def-9c2e-3ef2cc87106e,d418c655-8d3a-4093-bb5b-5b6c3167a8e8,207N00000X,Primary,Pediatrics,2016-01-09,
88de4b23-a630-48ed-9dcd-66e65a02dafa,28615b51-f2ed-4a44-a711-094144b5d97a,207V00000X,Primary,Obstetrics & Gynecology,2019-04-06,
7beb1569-f077-424f-8589-dec6dd5c95e0,cac701e8-172a-42ac-acb4-01c0de6ad434,207N00000X,Primary,Pediatrics,2021-09-22,2023-08-15
7dfac1be-7756-483d-9eca-2bafcafa045f,3e348a40-dfd3-40be-88ad-574efc27a424,207Q00000X,Primary,Family Medicine,2024-10-25,
f8642039-3fae-422c-abf4-9bc41a2bcbb8,a0831858-4989-411c-8dc9-1b98772d5d33,207N00000X,Primary,Pediatrics,2015-09-23,
d07ec0ef-529b-40ef-80f8-80e2fc3ddfd4,189ded70-241a-40af-842f-8d1abe1b4ed6,208Z00000X,Secondary,Geriatric Medicine,2021-10-26,
195fd9e0-8314-44c1-ab5b-4b491332f35d,6d7adc1e-f8eb-4eec-b513-1b8d2ca4bfac,208D00000X,Secondary,General Practice,2019-02-04,2023-12-17
b506d390-a893-41d7-8f41-2cd2d4d46739,5356e4bc-d650-4612-9fa8-81b97adbd723,208D00000X,Secondary,General Practice,2021-03-20,2025-06-09
6ca40df5-84ad-47a9-895b-76b20e39bdc5,fa0b6b9f-c371-4d26-805f-228d7dabd3e2,208C00000X,Secondary,Cardiology,2015-12-09,2022-09-11
bce67364-9336-4b68-87cd-ab839b602f25,7794cca8-388a-4bd9-ad9d-86ce3ee79a1b,207V00000X,Primary,Obstetrics & Gynecology,2015-09-02,2024-05-03
ae83db24-6f97-459d-81ef-00b7ce0745d0,1d72f314-bb46-4217-aaee-e413ad7cf5c7,207R00000X,Primary,Internal Medicine,2021-06-23,
727a1e01-0aa6-4031-92a7-056d271d6e3e,44e45d71-371c-4a6a-ac98-5e99bc35ec76,208VP0000X,Secondary,Psychiatry,2019-08-21,
fc59efa8-e610-47eb-b08c-28f8cad267f7,4fc7ff63-349d-4174-a303-db84611d8961,208C00000X,Secondary,Cardiology,2016-12-14,
aabab596-2faa-45fc-937e-a444cd7a55bf,811bd062-ce20-4abb-8c49-00c28488c6e2,208D00000X,Secondary,General Practice,2020-08-15,
81d59ac8-9b62-48be-86cd-e23726c75d55,7af7245f-dc64-43c0-a6e5-c5fe919c6065,207N00000X,Primary,Pediatrics,2019-03-24,2019-12-18
8ebc2e7a-5fd6-46c6-bd8f-8e6fb2270f78,88deaef4-306c-452f-a01a-caa182a90bf9,207N00000X,Primary,Pediatrics,2016-06-06,2021-04-16
7fabb91d-9682-4823-a861-2e62a1c42956,e3840ef7-5ddb-4fe9-8e4f-6861942f85de,208D00000X,Secondary,General Practice,2022-03-14,2022-09-16
b92aa611-dc28-4858-95fb-a4a36b32a642,571c7097-7620-4703-be2b-33fb1fce04c1,207R00000X,Primary,Internal Medicine,2021-09-08,
1e99d51e-a8dd-4870-b529-3adf58644971,ed5eb283-7ead-4f23-ab19-b9027209d5aa,207R00000X,Primary,Internal Medicine,2024-12-18,2025-04-14
1d3e0fa4-635b-47e3-8460-04a25ffec811,f68923ab-c288-4388-bcc2-4ae00e1ba94c,208C00000X,Secondary,Cardiology,2019-07-28,
10c98556-95b7-45b8-b5af-734d338a568f,5a8ca095-7ebc-41a6-a084-0145ed523bcc,207N00000X,Primary,Pediatrics,2022-06-24,
0c9c90ec-e05a-41b0-a471-cc0c2d5800c7,0d9e1528-4de6-4dfe-8660-3547bb7b9c52,207Q00000X,Primary,Family Medicine,2016-09-24,
d59de8fa-e2d9-47d4-ad1d-5ca6dbaf0823,60d63b2d-6c83-4444-8171-18dad62250c6,207N00000X,Primary,Pediatrics,2018-04-16,
5b22ed39-2f8a-47ae-b589-323e8daf81ed,93a0b9db-8d47-4684-a78b-d43af527014a,207V00000X,Primary,Obstetrics & Gynecology,2019-02-06,
7c398d9b-958a-4c30-ba6d-947da11ef7f9,5999a15c-73c3-41d2-8a83-09d374676ed5,207R00000X,Primary,Internal Medicine,2022-05-01,
7c57b189-26c8-4d21-b404-76fa51b4f915,8ed751db-fddc-4723-b862-21af95682a0c,208Z00000X,Secondary,Geriatric Medicine,2021-03-06,
1d626ff7-3dc6-4e78-a416-184222649794,c5c83ad6-c0fd-429a-b3ad-6eb8126d9bb2,208D00000X,Secondary,General Practice,2022-06-19,2023-12-03
71f8736c-dc42-42c5-9536-9c844b818242,96ed685c-50f2-4792-bd2f-b5ee0e7cd51f,208C00000X,Secondary,Cardiology,2022-03-25,
04e7d742-d379-495d-b0c1-b2359618aa7d,14320c3f-babb-4600-8baf-398648d2f771,207Q00000X,Primary,Family Medicine,2018-03-10,
8160d015-9b4d-4146-a070-c7ceb98bf302,557092e9-09cc-455c-8b88-53b969fedc26,207R00000X,Primary,Internal Medicine,2022-06-17,
22d61d7a-8be2-4075-a421-e5f075bd29ab,8ce6c249-9908-4556-86f9-732d16a24b1c,207Q00000X,Primary,Family Medicine,2016-07-30,
c32b4412-6e70-4360-882c-c69bf9e0da87,1fc963a2-45e9-448e-bd10-70ba00f9272d,208C00000X,Secondary,Cardiology,2018-01-08,
fa1d3cd9-4373-4273-a7a1-a2f0b9105d48,879f0991-2f01-4bfa-86b4-003b5bf258c3,207N00000X,Primary,Pediatrics,2025-01-28,
dfdcfd2a-832e-4079-94d3-0ea9143b57e0,276ca87a-ce4f-4afe-96e7-0beb698ddcfd,207V00000X,Primary,Obstetrics & Gynecology,2019-07-31,
a5c2bcff-7ff9-4c73-9865-04b92e469b61,5926b2b1-9f3a-4155-87c1-1cbada7271e5,208VP0000X,Secondary,Psychiatry,2024-01-17,
5a517ef3-5606-4b50-9cda-b4ddb8e559e5,7097f0fe-53f8-4f8c-bfbe-5e50626675a9,208VP0000X,Secondary,Psychiatry,2019-05-31,
17cde2a4-3263-4046-a3f2-e3527d99660d,6e08a680-fb64-40e6-9a4d-e5f8ec8ee849,208C00000X,Secondary,Cardiology,2017-12-06,
c47bd571-392b-4282-b10b-488aba6569b9,a095e497-5bec-46f0-8a45-969a105b5164,207N00000X,Primary,Pediatrics,2016-06-01,2016-06-01
2dd1afa5-304b-4bc3-95e8-fae5f50fde9b,663b39fb-faaa-4972-9ce7-6160621f6805,207Q00000X,Primary,Family Medicine,2020-06-06,
b113583f-481e-4717-ad59-6f65abf0cebe,0a5fd11a-5612-4ef8-99f2-9ac02c6cf5f3,208C00000X,Secondary,Cardiology,2021-02-21,
2211c9f5-6412-4500-af66-217b60f47f6b,59e012b4-a2c3-423b-8829-88aa13bd7a97,207R00000X,Primary,Internal Medicine,2023-05-04,
af010b1a-b80d-47ce-979c-b18e1c791dbb,d2425a7d-6778-4371-8f6e-689e04cc0919,208C00000X,Secondary,Cardiology,2018-06-26,
28449d26-6b80-4f8f-9258-4f3940cfb6d3,792d88ab-7229-4a2f-964f-f172fcc6fd8a,207V00000X,Primary,Obstetrics & Gynecology,2025-01-15,
f61aad60-bc1e-49e4-b85b-3ef9c11301aa,ed8ca12f-1bfd-4cba-b2e8-521fca9d6b53,208VP0000X,Secondary,Psychiatry,2015-07-05,2020-10-06
cb6b99a2-e7a1-45c2-a624-99828855436e,66b7a800-9de9-476c-ada6-08d4fd31e796,207N00000X,Primary,Pediatrics,2023-07-14,
1f8bf0e2-517b-4d27-a6b9-c61863b7f1d6,8f207a16-8f4e-48a7-b60e-cd17f43da4bb,208VP0000X,Secondary,Psychiatry,2020-08-20,
f47309c7-2502-4e94-a38d-ddddc94a30f3,a4611c1f-e049-4eb8-8bc3-0321107a0e64,208Z00000X,Secondary,Geriatric Medicine,2024-05-10,
8098765e-e1cb-4de1-9203-60ef17c98753,33b4bd10-a808-4e95-b195-1344a0bbc9d0,207Q00000X,Primary,Family Medicine,2017-10-02,
aa4045eb-96d9-4592-9c8e-8216694ecfc3,49baf5d1-a176-4253-a6fc-e977f0364edd,207R00000X,Primary,Internal Medicine,2019-02-05,2020-10-29
d904f9d0-1b09-4baa-b541-c4e131620c0c,732dfaf0-c027-49de-815b-2e05205e28f3,207R00000X,Primary,Internal Medicine,2019-01-02,
88670c84-e1c6-4fa0-85c1-243be665e10c,15e269b4-07e2-4d80-83ed-b640fceda9eb,207R00000X,Primary,Internal Medicine,2018-12-25,
56af31ee-2b84-476b-b8f8-be8c12b8306f,26035f67-8102-4a1c-863c-d27301fe81b9,207N00000X,Primary,Pediatrics,2019-05-28,
31a1f42f-354b-43c0-9af9-5f76b27f1463,5c4f82c7-edf0-43dd-b8b5-cccf5a731af5,207R00000X,Primary,Internal Medicine,2020-08-16,
c8c82a97-6252-4be6-851a-92b2e0c51893,0234acb3-1078-4b3d-90dd-81b25229a237,208C00000X,Secondary,Cardiology,2017-04-14,
930e0429-eefd-4230-af2e-b60a378e569c,7556db0f-af9e-428a-b4e7-50a6a0f03d85,208D00000X,Secondary,General Practice,2024-03-30,
811d6e45-ec43-465f-8435-c2a611b94b1f,1cc81426-cc78-4bc1-8fe4-793d422b9314,207Q00000X,Primary,Family Medicine,2016-12-17,
1ed837d6-ec65-4c50-b82f-0990d0712b12,4f0b4362-e1aa-4a44-bc54-089033c32ef9,208VP0000X,Secondary,Psychiatry,2018-08-03,
909fff00-36b3-4f02-b042-aa06dc6718f3,31369ce9-ded8-44c5-aa3f-400bb970bd65,207V00000X,Primary,Obstetrics & Gynecology,2023-07-25,
5334fcf5-f08f-4c3f-9d93-7475b2bc8fc7,7cb69312-7133-4bc0-97af-5fc544f3be16,207V00000X,Primary,Obstetrics & Gynecology,2022-05-25,
adad4ade-0c23-4503-9952-04186d3d7c14,2aa582ca-786d-421f-8251-57c251b50fb4,207Q00000X,Primary,Family Medicine,2017-03-05,
a15dc3b2-effc-4f78-9ab1-3f7d10c5dbcc,41587534-2c9a-43be-8435-2d077fc58b10,207N00000X,Primary,Pediatrics,2023-09-03,
b890e16d-3979-4932-b86c-cd9566a4e880,20b2f59e-b6a7-4107-8eef-be20b70c53d8,207Q00000X,Primary,Family Medicine,2021-06-26,
b2414bfd-27cc-42d7-ab89-d14ef7971cac,6d36c1ee-afa5-4920-a345-b8805eead307,208D00000X,Secondary,General Practice,2025-03-19,
1a8aaee0-06b3-44cc-845b-7bef8b0ef190,6be39f44-dc69-496f-abea-1a872e133c7d,208D00000X,Secondary,General Practice,2016-03-24,
f7b58f8b-7d4d-4d58-8f8e-45dfa274e0ca,dbab1b3b-83ee-4497-8a3c-928f0028a43c,207R00000X,Primary,Internal Medicine,2017-07-08,
dc9232cc-4b37-4754-8524-dac5421ed1b4,cc94453b-6386-49f5-96d0-9769630ebdf2,207Q00000X,Primary,Family Medicine,2021-05-15,
f1503d7e-3b38-466b-ada8-8bea977d8a38,8268aac2-c4eb-49fa-913d-69aee83f03f9,207N00000X,Primary,Pediatrics,2022-04-19,
c46e91e7-1450-4548-9dd4-b57c40cc1ac1,1fc7827f-9882-48c7-9584-8f9197ccdaa8,208Z00000X,Secondary,Geriatric Medicine,2019-01-16,
d5333cd3-e468-4072-9d4e-be6f555c3147,78090355-7d7f-44b3-8fea-4e7e8fb85df4,207Q00000X,Primary,Family Medicine,2022-03-14,
e30d0a3a-152f-4b6a-a6b3-b4c2c82c9b57,c7ca47a1-a8fb-4342-b3c5-daf743c20546,208D00000X,Secondary,General Practice,2016-05-29,
43915f81-c55b-4fef-b462-eea2d83b184c,a2a46517-0fcc-416f-abe1-57a5cf9321bc,208C00000X,Secondary,Cardiology,2019-05-30,
fdc5dba5-b7fc-4bcd-b827-caa689a1bcc4,7bf80c79-d708-4482-a819-2c63a228b5b8,207V00000X,Primary,Obstetrics & Gynecology,2016-06-29,
c2054a9b-35b2-4bf7-a7ef-b6cb758e60c7,8267b672-086b-4d3d-ab15-137843308dd5,207R00000X,Primary,Internal Medicine,2022-07-29,
7409cffb-a807-43c8-8c52-f6d54257b7b3,d6e5bf5a-6f13-46db-886f-ecc4661ec575,207R00000X,Primary,Internal Medicine,2023-01-16,2023-10-25
c475a15d-9ae0-4eef-9d76-29389ba8ca29,e6dcdfb5-5748-462f-9863-37fe56f01d87,208VP0000X,Secondary,Psychiatry,2021-07-07,
9c47f318-e209-4cf2-9405-40b87e5384ec,68162087-4447-4ca7-baa8-027796be4870,208Z00000X,Secondary,Geriatric Medicine,2016-05-24,
81506d06-1040-4121-8a96-93d5987cacf0,d99c05ad-ffac-4ff2-9472-23f7542a814f,208D00000X,Secondary,General Practice,2017-06-24,
92c41b07-70de-4339-8df8-caebbd3f9f76,b7f1a4c5-4019-4630-9d6e-4eba82f36a92,207V00000X,Primary,Obstetrics & Gynecology,2021-08-02,
d5d9763f-f8b5-4c83-999a-83c0f70ac979,ef206178-7845-42b5-998c-47daa1b37cc4,207Q00000X,Primary,Family Medicine,2021-09-14,
60b040aa-f26e-4703-8d41-35bfeb459715,faf733dc-1062-47fb-84f3-7961e4299b61,207V00000X,Primary,Obstetrics & Gynecology,2016-11-27,
9e9cc878-5cce-466e-82ec-f5b3fc39a290,afc253d3-672e-4620-a3fd-7a98322eeb83,208VP0000X,Secondary,Psychiatry,2019-01-24,
ebcf1fd8-09f0-4c20-a269-7177af7621d3,54830005-1667-4301-b596-e8a4bf1936b4,207R00000X,Primary,Internal Medicine,2016-08-01,
f00202f3-6ef1-4b72-b17d-e45342bef4be,b4ba3c1c-e04d-451e-8364-d7e8a209948c,208Z00000X,Secondary,Geriatric Medicine,2022-03-07,
46b8f9ca-37a3-4242-b06c-159259f9dbe6,bf604ab3-6669-482d-bcb7-1c84f19713a8,207N00000X,Primary,Pediatrics,2015-09-28,
86ca5d52-de8c-49a5-8be0-efb51d5ee1b9,7f292343-7bc0-4659-aa61-2b6ecf9c60e2,207V00000X,Primary,Obstetrics & Gynecology,2024-01-05,
6c024f66-006a-4d63-ba36-07ea4c8a639b,73e4dad1-b752-48b0-a530-3d9fba936ce6,207Q00000X,Primary,Family Medicine,2020-11-30,2024-07-26
7990d79b-5e42-4910-997e-1770d88d0d6d,2326913c-4cc5-46e8-9824-58ec3e45c347,207V00000X,Primary,Obstetrics & Gynecology,2015-12-08,
09667dc1-6479-4988-88e5-5ef14e5c50de,863e3d74-e9f8-4820-9fd3-b4df8f822a63,208VP0000X,Secondary,Psychiatry,2016-12-04,
f02484df-24aa-40e6-ae7c-82a2b3c88405,2b73cdc8-fb3f-42e0-953b-2bf38d550a11,208D00000X,Secondary,General Practice,2019-04-08,
5fd32d25-9db7-40a9-a72c-5b2a8e71209d,a22c38e2-6d81-49cd-b9f8-1c0a3f47a005,207Q00000X,Primary,Family Medicine,2023-02-23,
3aa8097d-7299-4c13-aaa3-9439d5ba0c0d,7765f237-15ec-4cc8-b782-cb280202db84,207R00000X,Primary,Internal Medicine,2017-01-29,
9530baf9-74f2-4c98-a0b7-1dff4709338e,c1fe4009-d7fe-4ff1-8f88-ad6ffb87a841,207V00000X,Primary,Obstetrics & Gynecology,2021-07-06,
3b6dad87-33f5-40ce-a19c-c4c8c422463b,1445f2fa-a8d3-421e-9c18-6c60470510c7,207Q00000X,Primary,Family Medicine,2016-05-22,
3ea45a8e-a5e1-448f-b979-339f3cedf2b7,c5e47eb5-92d5-475a-b4d1-59e1d0857042,208C00000X,Secondary,Cardiology,2021-12-22,2022-10-15
098b7e53-5f5b-4436-a212-94005cd513a7,c746fad4-0356-4b9d-a827-08cc0ea80919,207N00000X,Primary,Pediatrics,2017-05-26,
a25115bf-6117-4ab5-9835-f22e3d6fe2ca,f849bf17-d236-44ca-9512-f791f38ce11d,208Z00000X,Secondary,Geriatric Medicine,2023-01-07,2024-05-23
8197e1d2-faf0-42b5-9600-61f55ef6fb22,62a86dc4-01e0-44de-9671-5b2617bc9370,208D00000X,Secondary,General Practice,2020-03-03,2025-02-02
58a41017-541d-4af3-83be-963180a886c1,139ad85b-dee1-4918-966c-6acd8a0ef750,207Q00000X,Primary,Family Medicine,2017-09-15,
221fdfb0-58ab-4655-ad0c-623263a9f688,64edf093-d381-4ff3-b4dd-ffffa69102ee,208D00000X,Secondary,General Practice,2016-09-19,
7e6ab83b-0a43-4245-ac7e-dd093061f019,793a9d78-10d4-4818-a63e-fc91ca7d065a,207R00000X,Primary,Internal Medicine,2025-05-29,
cde56db2-1c57-4f8e-8cb5-eaef402ed53d,abf8d95a-cf5c-424b-a84e-dcc87351d8c2,208C00000X,Secondary,Cardiology,2019-12-12,
f34f6bb0-1e65-43f3-9025-56be2061c0bb,86be13a4-abcf-4327-b614-c40ba67bd002,207R00000X,Primary,Internal Medicine,2024-08-12,
747c11a2-f841-4099-b0c0-02eb9d15794d,172af9db-c967-418a-bf83-ace6a3d93ca5,208Z00000X,Secondary,Geriatric Medicine,2019-10-25,
e09bc5a3-9f01-45eb-8556-ede8da36c888,cc2cb6f3-fde4-489b-a634-f2581135c97b,207N00000X,Primary,Pediatrics,2022-01-18,
595d4a1b-706f-4a8f-8d89-600ec9f7a9d3,c2fac77c-5051-4344-8b3e-40fee73629d9,208D00000X,Secondary,General Practice,2016-04-25,
ec45ebf8-556b-4694-9c1a-18abf9efc733,e5521e21-9025-4426-9343-4450f8079a21,207V00000X,Primary,Obstetrics & Gynecology,2019-11-10,
49fc1c0e-2669-480f-b2da-b978a323fe88,a76a6b15-9e73-4da7-a101-76c800741015,207Q00000X,Primary,Family Medicine,2020-05-07,
a2aefccb-85aa-4c9e-861c-51006f0dfaa3,9637f09a-d5fd-466a-9f6b-adeb564088ea,208Z00000X,Secondary,Geriatric Medicine,2016-07-31,
bb68441e-a243-4fd0-a2ad-d5564cd7e647,6f72ad4e-41f6-4a32-8921-60033734a995,208C00000X,Secondary,Cardiology,2024-04-14,
0d5490ec-fac4-4389-88a1-6123d5f4c272,13d1823b-080a-470c-b33f-6fc8d11610b2,207N00000X,Primary,Pediatrics,2021-05-02,
e964c159-bcf8-4098-9561-85d1d3691629,857309f6-928f-47c4-a727-d8951e081b5a,208D00000X,Secondary,General Practice,2017-05-23,
a00ab686-634f-4e29-a410-ccbb68ef36e7,bf31bdeb-f506-4705-b29a-6344f92663da,207V00000X,Primary,Obstetrics & Gynecology,2023-05-25,2023-06-23
6763031c-8717-42e5-9d61-6a86e40554e8,380ac1fa-9755-4e40-b827-580e11cd7cfb,208Z00000X,Secondary,Geriatric Medicine,2019-06-13,2020-07-12
860cb22c-f4cc-411f-a2ee-15773f520160,d2064be8-ed2f-4cb4-91f3-53833f471b3a,207Q00000X,Primary,Family Medicine,2022-05-23,
452f39e2-2742-493c-b7ed-ba18e59bc030,c356f077-8e76-4d7e-beb2-b9fa4eb66c40,208C00000X,Secondary,Cardiology,2016-11-30,2019-09-04
